district;neighborhood;rooms;area_m2;lift;prices;compra;eurometro
Gràcia;el Coll;3;252;0;230000;0;912
Nou Barris;la Prosperitat;2;53;0;49000;0;924
Nou Barris;Can Peguera;3;160;0;150000;0;937
Nou Barris;Verdun;4;130;0;130000;0;1000
Eixample;la Sagrada Família;4;350;0;390000;0;1114
Nou Barris;la Trinitat Nova;2;60;0;69000;0;1150
Nou Barris;la Prosperitat;1;74;0;87000;1;1175
Sants-Montjuïc;Sants - Badal;4;73;0;95000;0;1301
Sant Andreu;el Bon Pastor;7;200;0;279900;0;1399
Sant Martí;la Verneda i la Pau;4;150;1;219900;1;1466
Horta-Guinardó;Horta;5;330;0;490000;0;1484
Sant Martí;la Verneda i la Pau;4;131;1;199900;1;1525
Nou Barris;Ciutat Meridiana;4;127;1;200000;1;1574
Nou Barris;la Trinitat Nova;3;55;0;87000;0;1581
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;110;0;175000;0;1590
Sants-Montjuïc;Sants;3;150;0;239000;0;1593
Sants-Montjuïc;Sants;3;150;1;239000;1;1593
Sant Andreu;el Bon Pastor;3;75;1;120000;1;1600
Horta-Guinardó;la Font d'en Fargues;4;275;1;450000;1;1636
Nou Barris;la Trinitat Nova;2;76;0;125000;0;1644
Nou Barris;la Trinitat Nova;2;76;0;125000;0;1644
Nou Barris;les Roquetes;2;61;0;103000;0;1688
Nou Barris;la Trinitat Nova;3;104;0;176000;0;1692
Nou Barris;la Trinitat Nova;2;70;0;120000;0;1714
Horta-Guinardó;la Font d'en Fargues;6;174;0;299000;0;1718
Nou Barris;la Trinitat Nova;3;74;1;129999;1;1756
Sant Martí;la Verneda i la Pau;3;76;1;135000;1;1776
Ciutat Vella;el Raval;2;45;0;80000;0;1777
Horta-Guinardó;la Font d'en Fargues;3;145;0;259000;0;1786
Horta-Guinardó;el Carmel;2;75;0;135000;0;1800
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;86;1;155000;1;1802
Gràcia;Vallcarca i els Penitents;2;108;1;195000;1;1805
Nou Barris;la Trinitat Nova;3;79;1;142900;1;1808
Sant Martí;el Poblenou;8;690;0;1250000;0;1811
Nou Barris;la Prosperitat;3;77;0;139900;0;1816
Nou Barris;la Prosperitat;3;77;0;139900;0;1816
Sant Martí;el Besòs i el Maresme;2;52;0;95000;0;1826
Nou Barris;la Trinitat Nova;3;65;0;119000;0;1830
Horta-Guinardó;el Carmel;3;68;1;125000;1;1838
Ciutat Vella;el Raval;4;103;0;190000;0;1844
Horta-Guinardó;Sant Genís dels Agudells;2;42;0;79000;0;1880
Sant Martí;la Verneda i la Pau;3;79;0;150000;0;1898
Nou Barris;Can Peguera;1;40;0;76000;1;1900
Nou Barris;Canyelles;3;100;1;190000;1;1900
Eixample;la Sagrada Família;2;100;1;190000;1;1900
Sant Martí;el Besòs i el Maresme;2;52;0;99000;0;1903
Sant Martí;el Besòs i el Maresme;2;52;0;99000;0;1903
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;173;0;330000;0;1907
Sant Martí;el Besòs i el Maresme;3;70;1;135000;1;1928
Horta-Guinardó;la Font d'en Fargues;3;75;0;145000;0;1933
Nou Barris;Vilapicina i la Torre Llobeta;4;137;0;265000;0;1934
Sant Martí;Sant Martí de Provençals;3;80;1;155000;1;1937
Horta-Guinardó;Sant Genís dels Agudells;3;68;0;132000;0;1941
Ciutat Vella;el Raval;2;79;0;155000;0;1962
Eixample;Sant Antoni;4;185;1;365000;1;1972
Sant Martí;el Parc i la Llacuna del Poblenou;3;131;1;260000;1;1984
Nou Barris;les Roquetes;3;60;0;119500;0;1991
Sant Martí;el Besòs i el Maresme;2;60;1;120000;1;2000
Nou Barris;la Trinitat Nova;3;70;1;140000;1;2000
Horta-Guinardó;el Guinardó;2;74;0;149000;0;2013
Sant Andreu;el Bon Pastor;3;57;1;114900;1;2015
Sants-Montjuïc;Sants;4;161;0;325000;0;2018
Sant Martí;el Besòs i el Maresme;2;49;0;99000;0;2020
Ciutat Vella;el Raval;3;78;0;158000;0;2025
Sant Andreu;el Bon Pastor;3;68;0;139000;0;2044
Horta-Guinardó;la Teixonera;3;61;0;125000;0;2049
Sants-Montjuïc;la Marina de Port;4;80;1;165000;1;2062
Ciutat Vella;el Raval;2;45;0;93000;0;2066
Nou Barris;Verdun;3;68;0;141000;0;2073
Gràcia;Vallcarca i els Penitents;3;66;1;137000;1;2075
Nou Barris;Ciutat Meridiana;3;65;1;135000;1;2076
Sant Martí;la Verneda i la Pau;3;91;1;189000;1;2076
Sant Martí;la Verneda i la Pau;3;91;1;189000;1;2076
Sant Andreu;el Bon Pastor;2;62;0;129000;0;2080
Sant Martí;el Besòs i el Maresme;3;72;1;150000;1;2083
Sant Martí;la Verneda i la Pau;4;86;1;180000;1;2093
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;1;95;1;199000;1;2094
Sant Andreu;el Bon Pastor;3;64;0;134900;0;2107
Sant Andreu;la Sagrera;1;74;1;156000;1;2108
Ciutat Vella;el Raval;3;64;0;135000;0;2109
Eixample;la Dreta de l'Eixample;4;800;1;1700000;1;2125
Eixample;la Sagrada Família;4;800;1;1700000;1;2125
Horta-Guinardó;Horta;8;296;0;630000;0;2128
Sant Martí;Provençals del Poblenou;4;110;1;235000;1;2136
Ciutat Vella;el Raval;3;50;0;107000;0;2140
Horta-Guinardó;la Teixonera;3;60;0;129000;0;2150
Horta-Guinardó;la Vall d'Hebron;6;184;0;399000;0;2168
Sants-Montjuïc;la Font de la Guatlla;1;53;1;115000;1;2169
Nou Barris;la Guineueta;4;87;1;189000;1;2172
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;85;0;185000;0;2176
Sant Martí;el Besòs i el Maresme;2;55;0;120000;0;2181
Sant Andreu;el Bon Pastor;3;74;1;161500;1;2182
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;5;380;0;830000;0;2184
Gràcia;el Coll;3;68;1;149000;1;2191
Sant Martí;la Verneda i la Pau;3;73;1;160000;1;2191
Sant Martí;la Verneda i la Pau;3;77;1;169000;1;2194
Horta-Guinardó;Sant Genís dels Agudells;4;123;1;270000;1;2195
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;136;1;299000;1;2198
Sant Martí;Provençals del Poblenou;4;125;1;275000;1;2200
Gràcia;Vallcarca i els Penitents;5;317;0;699000;0;2205
Nou Barris;Can Peguera;3;86;1;189900;1;2208
Sants-Montjuïc;la Marina de Port;3;90;1;199000;1;2211
Horta-Guinardó;el Carmel;3;70;1;155000;1;2214
Nou Barris;Vilapicina i la Torre Llobeta;3;70;1;155000;1;2214
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;4;304;0;675000;0;2220
Sant Martí;la Verneda i la Pau;3;85;1;189000;1;2223
Sant Martí;la Verneda i la Pau;3;76;1;169000;1;2223
Sant Martí;Sant Martí de Provençals;3;76;1;169000;1;2223
Nou Barris;Porta;3;65;1;145000;1;2230
Sarrià-Sant Gervasi;Sarrià;3;177;0;395000;0;2231
Sant Andreu;Sant Andreu;3;103;0;230000;0;2233
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;68;0;152000;0;2235
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;68;0;152000;0;2235
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;68;0;152000;0;2235
Sant Martí;Sant Martí de Provençals;3;76;1;169900;1;2235
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;76;1;170000;1;2236
Nou Barris;Canyelles;3;96;1;215000;1;2239
Nou Barris;la Prosperitat;3;62;0;139000;0;2241
Horta-Guinardó;el Carmel;3;60;0;135000;0;2250
Sant Martí;la Verneda i la Pau;4;80;1;180000;1;2250
Sants-Montjuïc;Sants;3;78;0;177000;0;2269
Ciutat Vella;el Raval;2;77;0;175000;0;2272
Eixample;la Nova Esquerra de l'Eixample;3;110;0;250000;0;2272
Sant Martí;la Verneda i la Pau;4;101;1;230000;1;2277
Sant Andreu;el Bon Pastor;3;78;0;178000;0;2282
Sant Martí;la Verneda i la Pau;3;92;1;210000;1;2282
Sant Martí;la Verneda i la Pau;4;92;1;210000;1;2282
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;60;0;137000;0;2283
Nou Barris;les Roquetes;3;105;0;240000;0;2285
Sant Martí;Sant Martí de Provençals;3;94;1;215000;1;2287
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;87;1;199000;1;2287
Sant Martí;la Verneda i la Pau;3;72;1;165000;1;2291
Ciutat Vella;el Raval;2;100;1;230000;1;2300
Sarrià-Sant Gervasi;Sarrià;5;500;0;1150000;0;2300
Nou Barris;la Guineueta;3;56;1;129000;1;2303
Nou Barris;la Guineueta;3;56;1;129000;1;2303
Horta-Guinardó;la Teixonera;2;158;1;365000;1;2310
Horta-Guinardó;el Carmel;3;67;1;155000;1;2313
Nou Barris;Canyelles;1;51;1;118000;1;2313
Sants-Montjuïc;Hostafrancs;2;70;1;162000;1;2314
Nou Barris;Can Peguera;3;54;1;125000;1;2314
Ciutat Vella;el Raval;5;95;0;220000;0;2315
Sant Andreu;Sant Andreu;3;71;0;165000;0;2323
Sant Martí;Sant Martí de Provençals;4;86;1;199900;1;2324
Sants-Montjuïc;la Marina de Port;3;86;1;200000;1;2325
Horta-Guinardó;la Font d'en Fargues;2;64;0;149000;0;2328
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;77;1;180000;1;2337
Horta-Guinardó;Horta;5;192;1;450000;1;2343
Horta-Guinardó;Can Baró;3;115;1;270000;1;2347
Sant Andreu;Sant Andreu;4;119;1;279900;1;2352
Ciutat Vella;el Raval;3;50;0;118000;0;2360
Horta-Guinardó;el Carmel;3;55;0;130000;0;2363
Ciutat Vella;el Raval;4;63;0;149000;0;2365
Nou Barris;la Prosperitat;3;60;0;142000;0;2366
Nou Barris;la Prosperitat;3;60;0;142000;0;2366
Sant Martí;la Verneda i la Pau;3;76;1;180000;1;2368
Sants-Montjuïc;la Marina de Port;4;95;1;225000;1;2368
Horta-Guinardó;el Guinardó;3;81;0;192000;0;2370
Sant Martí;el Clot;2;78;0;185000;0;2371
Ciutat Vella;el Raval;3;59;1;140000;1;2372
Sant Andreu;la Sagrera;2;65;1;155000;1;2384
Sants-Montjuïc;Sants;4;334;0;797000;0;2386
Eixample;la Dreta de l'Eixample;4;117;1;280000;1;2393
Ciutat Vella;el Raval;2;40;0;96000;0;2400
Horta-Guinardó;el Guinardó;2;70;1;168000;1;2400
Eixample;el Fort Pienc;3;75;1;180000;1;2400
Sant Martí;el Poblenou;4;150;0;360000;0;2400
Sants-Montjuïc;la Bordeta;3;77;1;185000;1;2402
Sant Martí;el Clot;3;77;0;185000;0;2402
Sants-Montjuïc;la Marina de Port;4;131;1;315000;1;2404
Sant Martí;la Verneda i la Pau;4;76;1;183000;1;2407
Sant Martí;Sant Martí de Provençals;4;76;1;183000;1;2407
Sant Martí;la Verneda i la Pau;4;76;1;183000;1;2407
Sants-Montjuïc;la Marina de Port;3;83;1;200000;1;2409
Sant Andreu;Sant Andreu;5;153;1;369000;1;2411
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;58;0;140000;0;2413
Sant Martí;la Verneda i la Pau;3;70;1;169000;1;2414
Sants-Montjuïc;Hostafrancs;2;72;0;174000;0;2416
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;5;103;0;249000;0;2417
Horta-Guinardó;el Guinardó;3;64;0;155000;0;2421
Sant Martí;el Besòs i el Maresme;3;71;1;172000;1;2422
Nou Barris;Porta;3;65;1;157500;1;2423
Nou Barris;Verdun;2;55;1;133900;1;2434
Horta-Guinardó;Horta;4;197;0;480000;0;2436
Sant Martí;la Verneda i la Pau;4;75;1;183000;1;2440
Horta-Guinardó;el Guinardó;4;98;1;240000;1;2448
Horta-Guinardó;la Teixonera;3;81;0;199000;0;2456
Ciutat Vella;el Raval;2;71;0;175000;0;2464
Sant Martí;Provençals del Poblenou;4;79;1;195000;1;2468
Sant Martí;Provençals del Poblenou;4;79;1;195000;1;2468
Sant Martí;Provençals del Poblenou;4;79;1;195000;1;2468
Sant Martí;Provençals del Poblenou;4;79;1;195000;1;2468
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4;79;1;195000;1;2468
Sant Martí;el Besòs i el Maresme;4;79;1;195000;1;2468
Horta-Guinardó;el Guinardó;2;85;0;210000;0;2470
Horta-Guinardó;el Carmel;3;53;1;131000;1;2471
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;93;0;230000;0;2473
Ciutat Vella;la Barceloneta;3;95;1;235000;1;2473
Sants-Montjuïc;la Marina de Port;4;145;1;360000;1;2482
Eixample;la Sagrada Família;2;76;0;189000;0;2486
Nou Barris;Verdun;3;60;1;149500;1;2491
Nou Barris;Verdun;3;60;1;149500;1;2491
Nou Barris;Porta;3;72;0;179500;0;2493
Eixample;la Nova Esquerra de l'Eixample;1;58;1;145000;1;2500
Sarrià-Sant Gervasi;el Putxet i el Farró;2;60;1;150000;1;2500
Sants-Montjuïc;Sants - Badal;3;70;0;175000;0;2500
Sants-Montjuïc;Sants;3;70;0;175000;0;2500
Sant Martí;Sant Martí de Provençals;3;74;0;185000;0;2500
Horta-Guinardó;el Carmel;3;80;1;200000;1;2500
Sants-Montjuïc;la Marina de Port;4;90;1;225000;1;2500
Horta-Guinardó;el Guinardó;4;98;1;245000;1;2500
Horta-Guinardó;Horta;2;100;0;250000;0;2500
Sant Andreu;la Sagrera;4;102;1;255000;1;2500
Sant Martí;el Camp de l'Arpa del Clot;4;102;1;255000;1;2500
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;132;1;330000;1;2500
Gràcia;el Camp d'en Grassot i Gràcia Nova;5;132;1;330000;1;2500
Horta-Guinardó;el Baix Guinardó;4;160;1;400000;1;2500
Gràcia;Vallcarca i els Penitents;7;420;0;1050000;0;2500
Gràcia;Vallcarca i els Penitents;8;420;0;1050000;0;2500
Horta-Guinardó;la Teixonera;3;70;0;176000;0;2514
Sant Andreu;Sant Andreu;2;159;1;399900;1;2515
Sant Martí;el Besòs i el Maresme;3;71;1;179000;1;2521
Horta-Guinardó;Horta;3;113;1;285000;1;2522
Sant Martí;Sant Martí de Provençals;3;67;1;169000;1;2522
Sant Andreu;Navas;3;79;1;199500;1;2525
Horta-Guinardó;la Teixonera;3;79;0;199520;0;2525
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;2;138;0;349000;0;2528
Ciutat Vella;el Raval;3;77;0;195000;0;2532
Sant Martí;el Camp de l'Arpa del Clot;1;154;0;390000;0;2532
Nou Barris;Porta;4;75;1;190000;1;2533
Sants-Montjuïc;la Font de la Guatlla;5;150;1;380000;1;2533
Sant Martí;la Verneda i la Pau;3;73;1;185000;1;2534
Sants-Montjuïc;la Marina de Port;4;110;1;279000;1;2536
Ciutat Vella;el Raval;3;85;0;216000;0;2541
Sants-Montjuïc;la Marina de Port;3;94;1;239000;1;2542
Horta-Guinardó;el Guinardó;1;103;1;262000;0;2543
Nou Barris;Porta;3;69;1;176000;1;2550
Sant Andreu;Navas;3;94;1;240000;1;2553
Ciutat Vella;el Raval;4;70;0;178800;0;2554
Horta-Guinardó;la Teixonera;3;90;0;230000;0;2555
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;1;66;0;169000;0;2560
Sant Martí;el Besòs i el Maresme;2;66;1;169000;1;2560
Nou Barris;la Prosperitat;3;66;1;169000;1;2560
Sant Andreu;Navas;3;89;1;228000;1;2561
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;62;0;159000;0;2564
Sant Martí;el Poblenou;3;185;0;475000;0;2567
Sant Martí;la Verneda i la Pau;1;70;1;180000;0;2571
Sants-Montjuïc;la Marina de Port;3;101;0;260000;0;2574
Horta-Guinardó;el Baix Guinardó;4;155;1;400000;1;2580
Eixample;Sant Antoni;2;77;0;199000;0;2584
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;53;0;137000;0;2584
Ciutat Vella;el Barri Gòtic;4;114;0;295000;0;2587
Sant Martí;el Camp de l'Arpa del Clot;5;253;0;655000;0;2588
Sants-Montjuïc;Hostafrancs;2;73;1;189000;1;2589
Sant Martí;Sant Martí de Provençals;4;100;1;259000;1;2590
Sant Andreu;la Sagrera;4;83;1;215000;1;2590
Sant Martí;el Camp de l'Arpa del Clot;4;102;1;265000;1;2598
Sant Martí;el Camp de l'Arpa del Clot;4;102;1;265000;1;2598
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;65;0;169000;0;2600
Sant Andreu;Sant Andreu;3;65;0;169000;0;2600
Sant Martí;Provençals del Poblenou;4;75;1;195000;1;2600
Sants-Montjuïc;la Marina de Port;3;75;1;195000;1;2600
Sant Martí;el Camp de l'Arpa del Clot;3;75;1;195000;1;2600
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;6;519;0;1350000;0;2601
Horta-Guinardó;Can Baró;4;230;1;599000;1;2604
Horta-Guinardó;el Guinardó;2;65;0;169800;0;2612
Horta-Guinardó;el Guinardó;3;65;0;169800;0;2612
Horta-Guinardó;el Baix Guinardó;3;88;1;230000;1;2613
Sant Andreu;el Congrés i els Indians;3;88;1;230000;1;2613
Horta-Guinardó;Horta;3;65;0;170000;0;2615
Les Corts;la Maternitat i Sant Ramon;1;63;0;165000;0;2619
Sant Martí;Sant Martí de Provençals;2;61;1;159900;1;2621
Sant Martí;la Verneda i la Pau;2;61;1;159900;1;2621
Nou Barris;Verdun;2;40;0;105000;0;2625
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;80;0;210000;0;2625
Eixample;la Sagrada Família;4;148;1;389000;1;2628
Ciutat Vella;el Raval;2;76;0;200000;0;2631
Ciutat Vella;el Raval;3;60;0;157900;0;2631
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;68;1;179000;1;2632
Horta-Guinardó;el Carmel;2;76;1;200500;1;2638
Ciutat Vella;el Raval;1;54;0;142500;0;2638
Sants-Montjuïc;la Bordeta;3;89;1;235000;1;2640
Sant Martí;la Verneda i la Pau;4;87;1;230000;1;2643
Sant Martí;Provençals del Poblenou;3;71;1;188000;1;2647
Horta-Guinardó;Sant Genís dels Agudells;3;66;1;175000;1;2651
Sant Andreu;Sant Andreu;3;75;1;199000;1;2653
Eixample;la Sagrada Família;4;90;0;239000;0;2655
Sant Martí;el Parc i la Llacuna del Poblenou;3;64;0;170000;0;2656
Eixample;la Nova Esquerra de l'Eixample;1;71;1;189000;0;2661
Sant Martí;la Verneda i la Pau;4;92;1;245000;1;2663
Sant Martí;el Camp de l'Arpa del Clot;4;170;0;453000;0;2664
Sant Martí;el Camp de l'Arpa del Clot;4;170;0;453000;0;2664
Sant Martí;el Camp de l'Arpa del Clot;4;170;0;453000;0;2664
Sant Martí;el Camp de l'Arpa del Clot;4;170;0;453000;0;2664
Ciutat Vella;el Raval;1;42;0;112000;0;2666
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;60;0;160000;0;2666
Ciutat Vella;el Raval;3;60;1;160000;1;2666
Sant Martí;el Clot;2;63;1;168000;1;2666
Sants-Montjuïc;Sants - Badal;2;75;0;200000;0;2666
Sant Andreu;la Sagrera;3;75;1;200000;1;2666
Ciutat Vella;el Raval;2;53;0;141500;0;2669
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;4;243;0;650000;0;2674
Horta-Guinardó;Sant Genís dels Agudells;10;297;0;795000;0;2676
Horta-Guinardó;Horta;10;297;0;795000;0;2676
Sant Martí;el Clot;3;81;1;217000;1;2679
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;2;130;0;349000;0;2684
Gràcia;Vallcarca i els Penitents;7;391;0;1050000;0;2685
Sants-Montjuïc;Sants - Badal;3;65;1;175000;1;2692
Sant Andreu;Sant Andreu;3;69;1;186000;1;2695
Horta-Guinardó;el Carmel;3;50;1;135000;1;2700
Sant Martí;la Verneda i la Pau;4;100;1;270000;1;2700
Sant Martí;Sant Martí de Provençals;4;100;1;270000;1;2700
Ciutat Vella;el Raval;2;137;0;370000;0;2700
Sant Andreu;Navas;2;74;0;200000;0;2702
Horta-Guinardó;el Guinardó;2;55;1;149000;1;2709
Horta-Guinardó;el Carmel;3;55;0;149000;0;2709
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;70;0;190000;0;2714
Eixample;l'Antiga Esquerra de l'Eixample;2;70;1;190000;1;2714
Sants-Montjuïc;la Font de la Guatlla;5;140;1;380000;1;2714
Ciutat Vella;el Raval;9;250;0;679000;0;2716
Nou Barris;Vilapicina i la Torre Llobeta;6;103;0;280000;0;2718
Ciutat Vella;el Raval;2;73;0;199000;0;2726
Ciutat Vella;el Raval;2;44;0;120000;0;2727
Ciutat Vella;el Raval;2;44;0;120000;0;2727
Sants-Montjuïc;Sants - Badal;2;55;0;150000;0;2727
Eixample;la Sagrada Família;2;88;1;240000;1;2727
Sarrià-Sant Gervasi;el Putxet i el Farró;5;150;1;410000;1;2733
Sarrià-Sant Gervasi;el Putxet i el Farró;5;150;1;410000;1;2733
Sant Martí;el Besòs i el Maresme;4;91;1;249000;1;2736
Ciutat Vella;el Barri Gòtic;4;80;0;219000;0;2737
Horta-Guinardó;el Guinardó;4;104;1;285000;1;2740
Ciutat Vella;el Barri Gòtic;3;138;0;379000;0;2746
Ciutat Vella;el Raval;3;71;0;195000;0;2746
Sarrià-Sant Gervasi;Sarrià;5;600;0;1648000;0;2746
Sants-Montjuïc;Sants - Badal;3;60;1;165000;1;2750
Ciutat Vella;el Raval;2;85;0;234000;0;2752
Sant Andreu;el Congrés i els Indians;3;65;1;179000;1;2753
Sant Andreu;el Congrés i els Indians;3;65;1;179000;1;2753
Nou Barris;Vilapicina i la Torre Llobeta;3;65;1;179000;1;2753
Eixample;la Sagrada Família;3;70;1;193000;1;2757
Ciutat Vella;el Raval;3;108;0;298000;0;2759
Sant Andreu;el Congrés i els Indians;3;65;1;179900;1;2767
Nou Barris;Vilapicina i la Torre Llobeta;3;65;1;179900;1;2767
Sant Andreu;Navas;3;65;1;180000;1;2769
Sant Andreu;la Sagrera;4;74;1;205000;1;2770
Sant Andreu;la Sagrera;4;74;1;205000;1;2770
Sant Andreu;Navas;3;79;1;219000;1;2772
Sant Martí;el Besòs i el Maresme;2;81;0;225000;0;2777
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;81;0;225000;0;2777
Sant Andreu;Navas;3;90;1;250000;1;2777
Sant Martí;Provençals del Poblenou;3;90;1;250000;1;2777
Sant Andreu;Navas;3;82;1;228000;1;2780
Sant Andreu;Navas;3;82;1;228000;1;2780
Sant Andreu;Navas;3;82;1;228000;1;2780
Eixample;la Nova Esquerra de l'Eixample;4;197;1;550000;1;2791
Sant Andreu;la Sagrera;3;82;1;229000;1;2792
Sant Martí;Provençals del Poblenou;3;68;1;190000;1;2794
Gràcia;el Coll;4;68;0;190000;0;2794
Sant Martí;Sant Martí de Provençals;3;75;1;210000;1;2800
Sant Martí;Sant Martí de Provençals;3;75;1;210000;1;2800
Horta-Guinardó;Horta;4;75;0;210000;0;2800
Sant Martí;el Parc i la Llacuna del Poblenou;4;75;1;210000;1;2800
Sants-Montjuïc;Sants;2;98;0;275000;0;2806
Les Corts;la Maternitat i Sant Ramon;4;78;1;219000;1;2807
Sant Andreu;el Bon Pastor;3;110;1;309000;1;2809
Ciutat Vella;el Raval;2;42;0;118000;0;2809
Sant Andreu;el Congrés i els Indians;3;64;1;179900;1;2810
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;85;0;239000;0;2811
Sant Andreu;Sant Andreu;4;80;1;225000;1;2812
Gràcia;la Salut;4;160;1;450000;1;2812
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;6;480;0;1350000;0;2812
Ciutat Vella;el Barri Gòtic;2;60;0;169000;0;2816
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;55;0;155000;0;2818
Eixample;la Sagrada Família;5;220;1;620000;1;2818
Sants-Montjuïc;la Bordeta;3;106;1;299000;1;2820
Sant Andreu;el Congrés i els Indians;3;73;1;206000;1;2821
Sant Martí;el Camp de l'Arpa del Clot;3;68;1;192000;1;2823
Sant Andreu;el Congrés i els Indians;4;85;1;240000;1;2823
Eixample;la Sagrada Família;1;85;1;240000;0;2823
Sant Andreu;Sant Andreu;3;69;1;195000;1;2826
Horta-Guinardó;Horta;4;70;1;198000;1;2828
Horta-Guinardó;Horta;3;70;1;198000;1;2828
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;159;0;450000;0;2830
Sant Martí;Sant Martí de Provençals;2;83;1;235000;1;2831
Sant Andreu;el Congrés i els Indians;3;104;1;295000;1;2836
Sants-Montjuïc;la Bordeta;3;68;1;193000;1;2838
Sants-Montjuïc;la Marina de Port;3;81;1;230000;1;2839
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;5;220;0;625000;0;2840
Sant Martí;el Camp de l'Arpa del Clot;2;70;1;199000;1;2842
Sant Andreu;Sant Andreu;3;70;1;199000;1;2842
Sant Andreu;Sant Andreu;3;70;1;199000;1;2842
Nou Barris;Vilapicina i la Torre Llobeta;3;58;1;165000;1;2844
Nou Barris;Porta;3;65;1;185000;1;2846
Sant Andreu;Sant Andreu;3;65;1;185000;1;2846
Ciutat Vella;el Raval;2;65;0;185000;0;2846
Sants-Montjuïc;Sants;4;126;1;359000;1;2849
Sants-Montjuïc;Sants;4;126;1;359000;1;2849
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;228;1;650000;1;2850
Sant Andreu;la Sagrera;4;83;1;237000;1;2855
Sant Martí;el Poblenou;2;56;0;160000;0;2857
Sant Martí;Provençals del Poblenou;4;91;1;260000;1;2857
Sant Martí;el Poblenou;5;192;0;549000;0;2859
Sants-Montjuïc;la Bordeta;3;75;1;215000;1;2866
Horta-Guinardó;el Guinardó;2;75;1;215000;1;2866
Sants-Montjuïc;Hostafrancs;3;75;1;215000;1;2866
Ciutat Vella;el Raval;4;143;0;410000;0;2867
Ciutat Vella;el Raval;1;38;0;109000;0;2868
Sant Andreu;Sant Andreu;3;76;1;218000;1;2868
Sants-Montjuïc;Sants - Badal;3;61;1;175000;1;2868
Horta-Guinardó;Horta;4;69;1;198000;1;2869
Ciutat Vella;el Raval;3;47;0;135000;0;2872
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;80;1;230000;1;2875
Eixample;Sant Antoni;2;80;1;230000;1;2875
Sant Martí;Sant Martí de Provençals;4;83;1;239000;1;2879
Les Corts;la Maternitat i Sant Ramon;3;125;1;360000;1;2880
Les Corts;la Maternitat i Sant Ramon;3;170;1;490000;1;2882
Sants-Montjuïc;la Bordeta;4;239;0;690000;0;2887
Sant Andreu;el Congrés i els Indians;2;64;1;185000;1;2890
Horta-Guinardó;el Carmel;2;55;1;159000;1;2890
Sant Andreu;la Sagrera;3;57;1;165000;1;2894
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;76;1;220000;1;2894
Nou Barris;la Prosperitat;3;58;1;168000;1;2896
Sant Andreu;la Sagrera;3;81;1;235000;1;2901
Gràcia;el Camp d'en Grassot i Gràcia Nova;5;582;0;1690000;0;2903
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;582;0;1690000;0;2903
Sant Martí;el Camp de l'Arpa del Clot;3;74;1;214900;1;2904
Sant Andreu;Sant Andreu;3;64;1;186000;1;2906
Nou Barris;Vilapicina i la Torre Llobeta;3;65;1;189000;1;2907
